CUST_ID,segment,persona,assignment_margin,distance_to_centroid,confident,model_version,assignment_agreement
C11314,1,High-Spend Transactor,0.5514,2.751,True,1.0.0,0.575
C11315,1,High-Spend Transactor,0.3965,3.3276,True,1.0.0,0.575
C11316,1,High-Spend Transactor,0.4479,3.8538,True,1.0.0,0.575
C11317,1,High-Spend Transactor,0.3101,2.8302,True,1.0.0,0.575
C11318,1,High-Spend Transactor,0.2457,3.2131,True,1.0.0,0.575
C11319,1,High-Spend Transactor,0.2742,3.8981,True,1.0.0,0.575
C11320,1,High-Spend Transactor,0.6842,1.7023,True,1.0.0,0.575
C11321,1,High-Spend Transactor,0.1808,3.4785,True,1.0.0,0.575
C11322,0,Cash-Advance Reliant,0.7818,1.2852,True,1.0.0,0.45
C11323,1,High-Spend Transactor,0.4139,3.7697,True,1.0.0,0.575
C11324,1,High-Spend Transactor,0.8356,0.7987,True,1.0.0,0.575
C11325,1,High-Spend Transactor,0.3287,4.973,True,1.0.0,0.575
C11326,2,Revolving Borrower,0.2366,3.7637,True,1.0.0,0.45
C11327,1,High-Spend Transactor,0.3467,2.9076,True,1.0.0,0.575
C11328,1,High-Spend Transactor,0.3911,3.9183,True,1.0.0,0.575
C11329,1,High-Spend Transactor,0.6284,1.7928,True,1.0.0,0.575
C11330,2,Revolving Borrower,0.105,4.7515,False,1.0.0,0.475
C11331,1,High-Spend Transactor,0.2616,4.5421,True,1.0.0,0.575
C11332,1,High-Spend Transactor,0.0165,4.3337,False,1.0.0,0.55
C11334,2,Revolving Borrower,0.3344,3.1725,True,1.0.0,0.475
C11335,1,High-Spend Transactor,0.1206,3.9603,False,1.0.0,0.55
C11336,1,High-Spend Transactor,0.0918,4.4473,False,1.0.0,0.575
C11337,1,High-Spend Transactor,0.4507,2.973,True,1.0.0,0.6
C11338,2,Revolving Borrower,0.4946,2.7659,True,1.0.0,0.475
C11339,2,Revolving Borrower,0.3163,3.1693,True,1.0.0,0.475
C11340,1,High-Spend Transactor,0.3947,3.8873,True,1.0.0,0.575
C11341,1,High-Spend Transactor,0.3057,3.4228,True,1.0.0,0.575
C11342,2,Revolving Borrower,0.0254,4.1911,False,1.0.0,0.3
C11343,1,High-Spend Transactor,0.0403,4.7005,False,1.0.0,0.55
C11344,1,High-Spend Transactor,0.4502,3.0367,True,1.0.0,0.575
C11345,2,Revolving Borrower,0.718,1.6855,True,1.0.0,0.475
C11346,1,High-Spend Transactor,0.4101,3.9156,True,1.0.0,0.575
C11347,1,High-Spend Transactor,0.1987,5.031,True,1.0.0,0.575
C11348,0,Cash-Advance Reliant,0.6599,2.1565,True,1.0.0,0.45
C11349,1,High-Spend Transactor,0.2856,4.4011,True,1.0.0,0.575
C11350,2,Revolving Borrower,0.549,2.9034,True,1.0.0,0.475
C11351,1,High-Spend Transactor,0.1164,5.117,False,1.0.0,0.575
C11352,0,Cash-Advance Reliant,0.5441,2.8198,True,1.0.0,0.45
C11353,1,High-Spend Transactor,0.3085,4.008,True,1.0.0,0.575
C11354,1,High-Spend Transactor,0.5337,2.684,True,1.0.0,0.575
C11355,0,Cash-Advance Reliant,0.5962,2.6315,True,1.0.0,0.45
C11356,2,Revolving Borrower,0.5872,2.2386,True,1.0.0,0.475
C11357,1,High-Spend Transactor,0.4392,3.6044,True,1.0.0,0.575
C11358,0,Cash-Advance Reliant,0.3905,3.0077,True,1.0.0,0.45
C11359,1,High-Spend Transactor,0.2271,3.3823,True,1.0.0,0.575
C11360,0,Cash-Advance Reliant,0.7358,1.5866,True,1.0.0,0.45
C11361,1,High-Spend Transactor,0.2783,3.0922,True,1.0.0,0.575
C11362,1,High-Spend Transactor,0.2722,3.3099,True,1.0.0,0.575
C11363,2,Revolving Borrower,0.3278,3.6889,True,1.0.0,0.475
C11364,2,Revolving Borrower,0.6344,1.7317,True,1.0.0,0.475
C11365,0,Cash-Advance Reliant,0.7517,1.4944,True,1.0.0,0.45
C11366,1,High-Spend Transactor,0.3577,3.1516,True,1.0.0,0.575
C11367,1,High-Spend Transactor,0.3631,3.5659,True,1.0.0,0.575
C11368,2,Revolving Borrower,0.503,2.8768,True,1.0.0,0.475
C11369,1,High-Spend Transactor,0.5114,3.192,True,1.0.0,0.575
C11370,1,High-Spend Transactor,0.1784,3.6524,True,1.0.0,0.575
C11371,1,High-Spend Transactor,0.47,2.3157,True,1.0.0,0.575
C11372,0,Cash-Advance Reliant,0.7778,1.3096,True,1.0.0,0.45
C11373,0,Cash-Advance Reliant,0.6819,1.9393,True,1.0.0,0.45
C11374,1,High-Spend Transactor,0.6572,1.6531,True,1.0.0,0.575
C11375,2,Revolving Borrower,0.0974,3.7923,False,1.0.0,0.45
C11376,1,High-Spend Transactor,0.4286,2.8781,True,1.0.0,0.575
C11377,0,Cash-Advance Reliant,0.529,2.9278,True,1.0.0,0.45
C11378,2,Revolving Borrower,0.1213,4.0036,False,1.0.0,0.45
C11379,1,High-Spend Transactor,0.2325,6.9586,True,1.0.0,0.575
C11380,2,Revolving Borrower,0.3422,3.6886,True,1.0.0,0.475
C11381,0,Cash-Advance Reliant,0.666,2.0161,True,1.0.0,0.45
C11382,1,High-Spend Transactor,0.5171,3.412,True,1.0.0,0.575
C11383,2,Revolving Borrower,0.0387,4.3904,False,1.0.0,0.35
C11384,1,High-Spend Transactor,0.497,3.0994,True,1.0.0,0.575
C11385,1,High-Spend Transactor,0.4277,3.5546,True,1.0.0,0.575
C11386,2,Revolving Borrower,0.1042,3.8653,False,1.0.0,0.45
C11387,2,Revolving Borrower,0.0226,4.581,False,1.0.0,0.275
C11388,1,High-Spend Transactor,0.458,2.7158,True,1.0.0,0.575
C11389,1,High-Spend Transactor,0.4604,3.3147,True,1.0.0,0.575
C11390,0,Cash-Advance Reliant,0.6186,2.2819,True,1.0.0,0.45
C11391,2,Revolving Borrower,0.4548,2.1912,True,1.0.0,0.475
C11392,1,High-Spend Transactor,0.6551,1.8018,True,1.0.0,0.575
C11394,0,Cash-Advance Reliant,0.4382,3.8828,True,1.0.0,0.45
C11395,2,Revolving Borrower,0.4024,3.526,True,1.0.0,0.475
C11396,2,Revolving Borrower,0.6142,2.5005,True,1.0.0,0.475
C11397,1,High-Spend Transactor,0.0756,5.3785,False,1.0.0,0.575
C11398,1,High-Spend Transactor,0.6604,1.9744,True,1.0.0,0.575
C11399,1,High-Spend Transactor,0.4018,3.8341,True,1.0.0,0.575
C11400,1,High-Spend Transactor,0.5417,3.1237,True,1.0.0,0.575
C11401,2,Revolving Borrower,0.2831,3.8787,True,1.0.0,0.475
C11402,2,Revolving Borrower,0.2982,4.1556,True,1.0.0,0.475
C11403,2,Revolving Borrower,0.7033,1.6425,True,1.0.0,0.475
C11404,1,High-Spend Transactor,0.4483,3.0225,True,1.0.0,0.6
C11405,0,Cash-Advance Reliant,0.5007,3.0947,True,1.0.0,0.45
C11406,1,High-Spend Transactor,0.3245,3.0339,True,1.0.0,0.575
C11407,2,Revolving Borrower,0.143,4.0291,False,1.0.0,0.475
C11408,1,High-Spend Transactor,0.2479,3.6758,True,1.0.0,0.575
C11409,1,High-Spend Transactor,0.5511,2.9122,True,1.0.0,0.575
C11410,0,Cash-Advance Reliant,0.6874,1.9697,True,1.0.0,0.45
C11411,0,Cash-Advance Reliant,0.5801,2.54,True,1.0.0,0.45
C11412,1,High-Spend Transactor,0.3462,3.2839,True,1.0.0,0.6
C11413,2,Revolving Borrower,0.3836,3.6102,True,1.0.0,0.475
C11414,1,High-Spend Transactor,0.3867,2.7022,True,1.0.0,0.575
C11415,1,High-Spend Transactor,0.3612,3.5335,True,1.0.0,0.575
C11416,1,High-Spend Transactor,0.4596,3.0295,True,1.0.0,0.575
C11417,2,Revolving Borrower,0.4865,2.2323,True,1.0.0,0.475
C11418,1,High-Spend Transactor,0.4581,2.5623,True,1.0.0,0.575
C11419,1,High-Spend Transactor,0.0682,5.2251,False,1.0.0,0.525
C11420,2,Revolving Borrower,0.1934,3.4037,True,1.0.0,0.475
C11421,1,High-Spend Transactor,0.4137,3.7818,True,1.0.0,0.575
C11422,1,High-Spend Transactor,0.1954,3.8972,True,1.0.0,0.575
C11423,1,High-Spend Transactor,0.4294,3.6915,True,1.0.0,0.575
C11424,0,Cash-Advance Reliant,0.6742,1.9546,True,1.0.0,0.45
C11425,1,High-Spend Transactor,0.4184,2.887,True,1.0.0,0.575
C11426,1,High-Spend Transactor,0.4971,2.9983,True,1.0.0,0.575
C11427,1,High-Spend Transactor,0.5015,2.3532,True,1.0.0,0.6
C11428,2,Revolving Borrower,0.5829,1.998,True,1.0.0,0.475
C11429,0,Cash-Advance Reliant,0.0918,3.2921,False,1.0.0,0.45
C11430,1,High-Spend Transactor,0.3746,3.3951,True,1.0.0,0.575
C11431,0,Cash-Advance Reliant,0.3088,5.3023,True,1.0.0,0.45
C11432,1,High-Spend Transactor,0.0464,5.2492,False,1.0.0,0.575
C11433,0,Cash-Advance Reliant,0.1048,3.8748,False,1.0.0,0.45
C11434,1,High-Spend Transactor,0.4399,3.2393,True,1.0.0,0.575
C11435,0,Cash-Advance Reliant,0.7058,1.7973,True,1.0.0,0.45
C11436,1,High-Spend Transactor,0.5406,2.9082,True,1.0.0,0.575
C11437,0,Cash-Advance Reliant,0.8153,1.1158,True,1.0.0,0.45
C11438,2,Revolving Borrower,0.1466,3.9006,False,1.0.0,0.475
C11439,0,Cash-Advance Reliant,0.6797,1.923,True,1.0.0,0.45
C11440,1,High-Spend Transactor,0.456,2.5083,True,1.0.0,0.575
C11441,1,High-Spend Transactor,0.5379,2.1156,True,1.0.0,0.575
C11442,1,High-Spend Transactor,0.6075,1.7804,True,1.0.0,0.575
C11443,0,Cash-Advance Reliant,0.7861,1.2867,True,1.0.0,0.45
C11444,1,High-Spend Transactor,0.7179,1.4783,True,1.0.0,0.575
C11445,1,High-Spend Transactor,0.2611,4.3328,True,1.0.0,0.575
C11446,2,Revolving Borrower,0.2837,3.1546,True,1.0.0,0.45
C11447,1,High-Spend Transactor,0.0828,4.4308,False,1.0.0,0.575
C11448,0,Cash-Advance Reliant,0.7153,1.8048,True,1.0.0,0.45
C11449,1,High-Spend Transactor,0.0942,4.3073,False,1.0.0,0.55
C11450,1,High-Spend Transactor,0.5571,2.7437,True,1.0.0,0.575
C11451,1,High-Spend Transactor,0.3831,4.0767,True,1.0.0,0.575
C11452,1,High-Spend Transactor,0.3565,3.6684,True,1.0.0,0.575
C11453,0,Cash-Advance Reliant,0.7822,1.3204,True,1.0.0,0.45
C11454,1,High-Spend Transactor,0.5194,3.0559,True,1.0.0,0.575
C11455,1,High-Spend Transactor,0.7883,0.9956,True,1.0.0,0.575
C11456,0,Cash-Advance Reliant,0.5215,2.9619,True,1.0.0,0.45
C11457,2,Revolving Borrower,0.4844,2.9965,True,1.0.0,0.475
C11458,1,High-Spend Transactor,0.1383,5.5556,False,1.0.0,0.575
C11459,2,Revolving Borrower,0.2723,3.1598,True,1.0.0,0.475
C11460,1,High-Spend Transactor,0.0838,4.0563,False,1.0.0,0.575
C11461,1,High-Spend Transactor,0.4908,2.2987,True,1.0.0,0.575
C11463,2,Revolving Borrower,0.4996,3.1649,True,1.0.0,0.475
C11464,1,High-Spend Transactor,0.3806,4.0835,True,1.0.0,0.575
C11466,2,Revolving Borrower,0.423,2.9633,True,1.0.0,0.475
C11467,0,Cash-Advance Reliant,0.175,6.2827,True,1.0.0,0.45
C11468,1,High-Spend Transactor,0.344,3.9977,True,1.0.0,0.575
C11469,1,High-Spend Transactor,0.6584,1.97,True,1.0.0,0.575
C11470,1,High-Spend Transactor,0.1922,4.1093,True,1.0.0,0.575
C11471,1,High-Spend Transactor,0.1755,5.0577,True,1.0.0,0.575
C11472,2,Revolving Borrower,0.4746,3.7185,True,1.0.0,0.475
C11473,1,High-Spend Transactor,0.3098,4.0428,True,1.0.0,0.575
C11474,0,Cash-Advance Reliant,0.6618,2.1141,True,1.0.0,0.45
C11475,1,High-Spend Transactor,0.3167,3.2566,True,1.0.0,0.575
C11476,0,Cash-Advance Reliant,0.7182,1.7371,True,1.0.0,0.45
C11477,0,Cash-Advance Reliant,0.1894,3.864,True,1.0.0,0.45
C11478,1,High-Spend Transactor,0.1345,5.1419,False,1.0.0,0.575
C11479,1,High-Spend Transactor,0.524,2.7157,True,1.0.0,0.575
C11480,1,High-Spend Transactor,0.4752,2.928,True,1.0.0,0.6
C11481,1,High-Spend Transactor,0.2346,4.9441,True,1.0.0,0.575
C11482,2,Revolving Borrower,0.5373,2.9264,True,1.0.0,0.475
C11483,2,Revolving Borrower,0.155,3.7297,True,1.0.0,0.45
C11484,1,High-Spend Transactor,0.3015,2.8669,True,1.0.0,0.575
C11485,1,High-Spend Transactor,0.6525,1.771,True,1.0.0,0.575
C11486,1,High-Spend Transactor,0.485,2.3654,True,1.0.0,0.575
C11487,1,High-Spend Transactor,0.2867,3.509,True,1.0.0,0.575
C11488,2,Revolving Borrower,0.7417,1.278,True,1.0.0,0.475
C11489,1,High-Spend Transactor,0.5533,2.7873,True,1.0.0,0.575
C11490,2,Revolving Borrower,0.1424,3.7705,False,1.0.0,0.45
C11491,1,High-Spend Transactor,0.2263,3.6387,True,1.0.0,0.575
C11492,1,High-Spend Transactor,0.2223,4.6048,True,1.0.0,0.575
C11493,1,High-Spend Transactor,0.756,0.9833,True,1.0.0,0.575
C11494,1,High-Spend Transactor,0.5898,2.0198,True,1.0.0,0.575
C11495,2,Revolving Borrower,0.0572,6.3655,False,1.0.0,0.475
C11496,1,High-Spend Transactor,0.6811,1.8693,True,1.0.0,0.575
C11497,0,Cash-Advance Reliant,0.2603,2.7686,True,1.0.0,0.45
C11498,0,Cash-Advance Reliant,0.4323,3.6475,True,1.0.0,0.45
C11499,0,Cash-Advance Reliant,0.5024,3.0196,True,1.0.0,0.45
C11500,1,High-Spend Transactor,0.3362,3.322,True,1.0.0,0.6
C11501,2,Revolving Borrower,0.3736,3.3394,True,1.0.0,0.475
C11502,1,High-Spend Transactor,0.1937,4.5249,True,1.0.0,0.575
C11503,1,High-Spend Transactor,0.531,2.831,True,1.0.0,0.575
C11504,1,High-Spend Transactor,0.2024,4.4235,True,1.0.0,0.575
C11505,1,High-Spend Transactor,0.3917,3.81,True,1.0.0,0.575
C11506,1,High-Spend Transactor,0.3402,4.5294,True,1.0.0,0.575
C11507,1,High-Spend Transactor,0.325,2.8946,True,1.0.0,0.575
C11508,1,High-Spend Transactor,0.4377,3.1704,True,1.0.0,0.6
C11509,0,Cash-Advance Reliant,0.0212,3.8418,False,1.0.0,0.35
C11510,0,Cash-Advance Reliant,0.5737,2.6254,True,1.0.0,0.45
C11511,1,High-Spend Transactor,0.2459,4.4583,True,1.0.0,0.575
C11512,0,Cash-Advance Reliant,0.1348,3.386,False,1.0.0,0.45
C11513,1,High-Spend Transactor,0.1562,4.082,True,1.0.0,0.575
C11514,1,High-Spend Transactor,0.0292,4.6038,False,1.0.0,0.575
C11515,2,Revolving Borrower,0.4538,2.673,True,1.0.0,0.475
C11516,1,High-Spend Transactor,0.1815,3.7353,True,1.0.0,0.6
C11517,0,Cash-Advance Reliant,0.6,2.5442,True,1.0.0,0.45
C11518,1,High-Spend Transactor,0.389,4.0142,True,1.0.0,0.575
C11519,1,High-Spend Transactor,0.3409,3.7946,True,1.0.0,0.575
C11520,1,High-Spend Transactor,0.4922,3.3756,True,1.0.0,0.575
C11522,1,High-Spend Transactor,0.4435,3.0909,True,1.0.0,0.575
C11523,1,High-Spend Transactor,0.2608,3.2491,True,1.0.0,0.575
C11524,0,Cash-Advance Reliant,0.6797,1.9686,True,1.0.0,0.45
C11526,1,High-Spend Transactor,0.2653,3.6109,True,1.0.0,0.575
C11527,1,High-Spend Transactor,0.2216,3.6038,True,1.0.0,0.575
C11528,2,Revolving Borrower,0.4853,2.7505,True,1.0.0,0.475
C11529,1,High-Spend Transactor,0.3641,4.2296,True,1.0.0,0.575
C11530,1,High-Spend Transactor,0.1626,4.7219,True,1.0.0,0.575
C11531,0,Cash-Advance Reliant,0.7772,1.3169,True,1.0.0,0.45
C11532,2,Revolving Borrower,0.4573,2.6227,True,1.0.0,0.475
C11533,1,High-Spend Transactor,0.2057,3.9032,True,1.0.0,0.575
C11534,1,High-Spend Transactor,0.146,3.5082,False,1.0.0,0.575
C11536,0,Cash-Advance Reliant,0.6475,2.0663,True,1.0.0,0.45
C11537,2,Revolving Borrower,0.4862,3.1468,True,1.0.0,0.475
C11538,2,Revolving Borrower,0.6441,2.2442,True,1.0.0,0.475
C11539,1,High-Spend Transactor,0.4019,2.7143,True,1.0.0,0.575
C11540,0,Cash-Advance Reliant,0.644,2.1387,True,1.0.0,0.45
C11541,1,High-Spend Transactor,0.1631,4.8087,True,1.0.0,0.575
C11542,0,Cash-Advance Reliant,0.5258,2.8828,True,1.0.0,0.45
C11543,2,Revolving Borrower,0.4806,2.2988,True,1.0.0,0.475
C11544,2,Revolving Borrower,0.4008,2.9041,True,1.0.0,0.475
C11545,1,High-Spend Transactor,0.5131,2.7068,True,1.0.0,0.575
C11546,1,High-Spend Transactor,0.2001,4.5331,True,1.0.0,0.575
C11547,1,High-Spend Transactor,0.4392,3.1404,True,1.0.0,0.575
C11548,1,High-Spend Transactor,0.4861,2.7192,True,1.0.0,0.6
C11549,1,High-Spend Transactor,0.1226,3.9073,False,1.0.0,0.55
C11550,2,Revolving Borrower,0.2026,2.9688,True,1.0.0,0.475
C11551,1,High-Spend Transactor,0.4004,3.7509,True,1.0.0,0.575
C11552,1,High-Spend Transactor,0.4621,3.2586,True,1.0.0,0.575
C11553,1,High-Spend Transactor,0.5745,1.8847,True,1.0.0,0.575
C11554,1,High-Spend Transactor,0.1042,4.0117,False,1.0.0,0.525
C11555,0,Cash-Advance Reliant,0.6036,2.3962,True,1.0.0,0.45
C11556,0,Cash-Advance Reliant,0.5136,3.0097,True,1.0.0,0.45
C11557,0,Cash-Advance Reliant,0.7287,1.6228,True,1.0.0,0.45
C11558,1,High-Spend Transactor,0.5695,2.6336,True,1.0.0,0.575
C11559,0,Cash-Advance Reliant,0.8302,1.0276,True,1.0.0,0.45
C11560,1,High-Spend Transactor,0.4432,3.6256,True,1.0.0,0.575
C11561,2,Revolving Borrower,0.5592,2.4936,True,1.0.0,0.475
C11562,1,High-Spend Transactor,0.5566,1.8067,True,1.0.0,0.575
C11563,0,Cash-Advance Reliant,0.1176,3.0005,False,1.0.0,0.45
C11564,2,Revolving Borrower,0.5331,2.4927,True,1.0.0,0.475
C11565,1,High-Spend Transactor,0.333,4.2677,True,1.0.0,0.575
C11566,1,High-Spend Transactor,0.0182,4.9394,False,1.0.0,0.55
C11567,2,Revolving Borrower,0.4875,2.8219,True,1.0.0,0.475
C11568,0,Cash-Advance Reliant,0.1811,3.3791,True,1.0.0,0.45
C11569,0,Cash-Advance Reliant,0.5624,2.6843,True,1.0.0,0.45
C11570,1,High-Spend Transactor,0.4694,3.0054,True,1.0.0,0.575
C11571,2,Revolving Borrower,0.4462,2.9619,True,1.0.0,0.475
C11572,1,High-Spend Transactor,0.277,4.0161,True,1.0.0,0.6
C11573,2,Revolving Borrower,0.0671,4.7103,False,1.0.0,0.475
C11574,1,High-Spend Transactor,0.4628,2.9124,True,1.0.0,0.6
C11575,1,High-Spend Transactor,0.4864,2.7486,True,1.0.0,0.6
C11576,2,Revolving Borrower,0.2395,3.4878,True,1.0.0,0.45
C11577,1,High-Spend Transactor,0.3807,3.1234,True,1.0.0,0.575
C11578,2,Revolving Borrower,0.5265,2.6971,True,1.0.0,0.475
C11579,0,Cash-Advance Reliant,0.6922,1.8721,True,1.0.0,0.45
C11580,0,Cash-Advance Reliant,0.6848,1.9317,True,1.0.0,0.45
C11581,1,High-Spend Transactor,0.4182,3.9352,True,1.0.0,0.575
C11582,2,Revolving Borrower,0.531,2.2506,True,1.0.0,0.475
C11583,2,Revolving Borrower,0.5936,2.7333,True,1.0.0,0.475
C11585,1,High-Spend Transactor,0.2654,3.414,True,1.0.0,0.575
C11586,1,High-Spend Transactor,0.4963,2.9793,True,1.0.0,0.575
C11587,0,Cash-Advance Reliant,0.2277,3.1676,True,1.0.0,0.45
C11588,0,Cash-Advance Reliant,0.6003,2.4105,True,1.0.0,0.45
C11589,2,Revolving Borrower,0.4372,2.6855,True,1.0.0,0.475
C11590,1,High-Spend Transactor,0.2748,6.2067,True,1.0.0,0.575
C11591,2,Revolving Borrower,0.285,3.3121,True,1.0.0,0.475
C11592,0,Cash-Advance Reliant,0.6401,2.1307,True,1.0.0,0.45
C11593,2,Revolving Borrower,0.4875,2.5044,True,1.0.0,0.475
C11594,0,Cash-Advance Reliant,0.7151,1.8003,True,1.0.0,0.45
C11595,1,High-Spend Transactor,0.4381,3.7015,True,1.0.0,0.575
C11596,1,High-Spend Transactor,0.4259,3.7662,True,1.0.0,0.575
C11597,2,Revolving Borrower,0.5609,2.2877,True,1.0.0,0.475
C11598,0,Cash-Advance Reliant,0.2048,3.3568,True,1.0.0,0.45
C11599,0,Cash-Advance Reliant,0.5403,2.8382,True,1.0.0,0.45
C11600,1,High-Spend Transactor,0.1364,4.2851,False,1.0.0,0.575
C11601,2,Revolving Borrower,0.2408,3.5976,True,1.0.0,0.475
C11602,1,High-Spend Transactor,0.2279,3.4238,True,1.0.0,0.575
C11603,2,Revolving Borrower,0.5367,2.8607,True,1.0.0,0.475
C11604,1,High-Spend Transactor,0.1607,3.9878,True,1.0.0,0.575
C11605,1,High-Spend Transactor,0.6654,1.9272,True,1.0.0,0.575
C11606,1,High-Spend Transactor,0.5494,2.8229,True,1.0.0,0.575
C11607,1,High-Spend Transactor,0.598,1.7176,True,1.0.0,0.575
C11608,1,High-Spend Transactor,0.2066,4.3578,True,1.0.0,0.575
C11609,1,High-Spend Transactor,0.5208,2.8056,True,1.0.0,0.575
C11610,0,Cash-Advance Reliant,0.663,2.0613,True,1.0.0,0.45
C11611,1,High-Spend Transactor,0.3502,3.4487,True,1.0.0,0.575
C11612,2,Revolving Borrower,0.2219,5.8134,True,1.0.0,0.475
C11613,1,High-Spend Transactor,0.3737,3.0932,True,1.0.0,0.575
C11614,0,Cash-Advance Reliant,0.5267,2.9018,True,1.0.0,0.45
C11615,2,Revolving Borrower,0.3347,3.1279,True,1.0.0,0.475
C11616,1,High-Spend Transactor,0.4659,3.3749,True,1.0.0,0.575
C11617,1,High-Spend Transactor,0.428,3.6719,True,1.0.0,0.575
C11618,1,High-Spend Transactor,0.7368,1.3012,True,1.0.0,0.575
C11619,1,High-Spend Transactor,0.3201,4.0942,True,1.0.0,0.575
C11621,1,High-Spend Transactor,0.5261,2.4727,True,1.0.0,0.6
C11622,2,Revolving Borrower,0.3393,4.887,True,1.0.0,0.475
C11623,1,High-Spend Transactor,0.0574,3.3968,False,1.0.0,0.6
C11624,0,Cash-Advance Reliant,0.3472,5.3069,True,1.0.0,0.45
C11625,1,High-Spend Transactor,0.2029,4.55,True,1.0.0,0.575
C11626,2,Revolving Borrower,0.3176,3.1833,True,1.0.0,0.475
C11627,1,High-Spend Transactor,0.3654,4.5359,True,1.0.0,0.575
C11628,2,Revolving Borrower,0.6558,1.921,True,1.0.0,0.475
C11629,0,Cash-Advance Reliant,0.1201,3.6362,False,1.0.0,0.45
C11630,2,Revolving Borrower,0.6343,2.0647,True,1.0.0,0.475
C11631,2,Revolving Borrower,0.4718,2.8741,True,1.0.0,0.475
C11632,1,High-Spend Transactor,0.2371,3.1765,True,1.0.0,0.575
C11633,0,Cash-Advance Reliant,0.1829,6.5686,True,1.0.0,0.45
C11634,1,High-Spend Transactor,0.2935,4.2426,True,1.0.0,0.575
C11635,1,High-Spend Transactor,0.13,5.6197,False,1.0.0,0.575
C11636,1,High-Spend Transactor,0.1447,4.4611,False,1.0.0,0.575
C11637,1,High-Spend Transactor,0.5149,2.2892,True,1.0.0,0.575
C11638,2,Revolving Borrower,0.0952,6.3918,False,1.0.0,0.475
C11639,1,High-Spend Transactor,0.6544,1.7854,True,1.0.0,0.575
C11640,0,Cash-Advance Reliant,0.0206,4.5043,False,1.0.0,0.375
C11641,1,High-Spend Transactor,0.2947,4.4013,True,1.0.0,0.575
C11642,1,High-Spend Transactor,0.6095,1.9995,True,1.0.0,0.575
C11643,1,High-Spend Transactor,0.5108,2.9297,True,1.0.0,0.575
C11644,1,High-Spend Transactor,0.5253,3.2996,True,1.0.0,0.575
C11645,1,High-Spend Transactor,0.2994,5.5168,True,1.0.0,0.575
C11646,1,High-Spend Transactor,0.5872,2.4215,True,1.0.0,0.575
C11647,1,High-Spend Transactor,0.2914,3.2532,True,1.0.0,0.575
C11648,1,High-Spend Transactor,0.1889,3.313,True,1.0.0,0.575
C11649,2,Revolving Borrower,0.49,2.1841,True,1.0.0,0.475
C11650,1,High-Spend Transactor,0.4464,2.6209,True,1.0.0,0.575
C11651,1,High-Spend Transactor,0.5293,2.9015,True,1.0.0,0.575
C11652,0,Cash-Advance Reliant,0.6779,2.0402,True,1.0.0,0.45
C11653,0,Cash-Advance Reliant,0.7039,1.8156,True,1.0.0,0.45
C11654,1,High-Spend Transactor,0.3978,2.6166,True,1.0.0,0.575
C11655,0,Cash-Advance Reliant,0.4127,2.4948,True,1.0.0,0.45
C11656,1,High-Spend Transactor,0.2042,3.681,True,1.0.0,0.575
C11657,1,High-Spend Transactor,0.0077,7.4049,False,1.0.0,0.525
C11658,2,Revolving Borrower,0.4448,3.0791,True,1.0.0,0.475
C11659,1,High-Spend Transactor,0.5545,2.8679,True,1.0.0,0.575
C11660,2,Revolving Borrower,0.334,3.6313,True,1.0.0,0.475
C11661,2,Revolving Borrower,0.0478,3.7874,False,1.0.0,0.425
C11662,1,High-Spend Transactor,0.2994,4.5125,True,1.0.0,0.6
C11663,1,High-Spend Transactor,0.0335,4.2461,False,1.0.0,0.55
C11664,1,High-Spend Transactor,0.4806,3.7502,True,1.0.0,0.575
C11666,2,Revolving Borrower,0.2853,3.2306,True,1.0.0,0.45
C11667,1,High-Spend Transactor,0.2555,3.5176,True,1.0.0,0.575
C11668,1,High-Spend Transactor,0.3915,2.9388,True,1.0.0,0.575
C11669,1,High-Spend Transactor,0.2062,4.3393,True,1.0.0,0.575
C11670,1,High-Spend Transactor,0.2461,4.5302,True,1.0.0,0.575
C11671,1,High-Spend Transactor,0.165,4.1134,True,1.0.0,0.575
C11672,2,Revolving Borrower,0.0798,5.04,False,1.0.0,0.475
C11673,1,High-Spend Transactor,0.5179,2.7541,True,1.0.0,0.575
C11674,1,High-Spend Transactor,0.6234,1.8739,True,1.0.0,0.575
C11675,0,Cash-Advance Reliant,0.2584,6.704,True,1.0.0,0.45
C11676,2,Revolving Borrower,0.7555,1.1488,True,1.0.0,0.475
C11677,2,Revolving Borrower,0.3851,2.4019,True,1.0.0,0.475
C11678,2,Revolving Borrower,0.5805,2.7446,True,1.0.0,0.475
C11679,1,High-Spend Transactor,0.1764,4.0592,True,1.0.0,0.575
C11680,0,Cash-Advance Reliant,0.0231,4.0312,False,1.0.0,0.35
C11681,0,Cash-Advance Reliant,0.8695,0.8061,True,1.0.0,0.45
C11682,1,High-Spend Transactor,0.5585,2.3809,True,1.0.0,0.575
C11683,0,Cash-Advance Reliant,0.6523,2.0925,True,1.0.0,0.45
C11684,1,High-Spend Transactor,0.1522,4.5228,True,1.0.0,0.575
C11685,2,Revolving Borrower,0.546,3.2402,True,1.0.0,0.475
C11686,1,High-Spend Transactor,0.4014,4.0941,True,1.0.0,0.575
C11687,0,Cash-Advance Reliant,0.584,2.6567,True,1.0.0,0.45
C11688,1,High-Spend Transactor,0.6164,2.2671,True,1.0.0,0.575
C11689,1,High-Spend Transactor,0.2178,4.1587,True,1.0.0,0.575
C11690,0,Cash-Advance Reliant,0.7851,1.3165,True,1.0.0,0.45
